TABLE,PROPERTY,COUNT,PERCENT
6,Illinois Avenue,402,4.02
6,B. & O. Railroad,304,3.04
6,Atlantic Avenue,312,3.12
6,Ventnor Avenue,324,3.24
6,Water Works,413,4.13
6,Marvin Gardens,308,3.08
6,Go To Jail,291,2.91
6,Pacific Avenue,325,3.25
6,North Carolina Avenue,290,2.90
6,Community Chest #3,293,2.93
6,Pennsylvania Avenue,283,2.83
6,Short Line Railroad,467,4.67
6,Chance #3,111,1.11
6,Park Place,245,2.45
6,Luxury Tax,246,2.46
6,Boardwalk,385,3.85
7,Go,397,3.97
7,Meditaranean Avenue,272,2.72
7,Community Chest #1,248,2.48
7,Baltic Avenue,250,2.50
7,Income Tax,271,2.71
7,Reading Railroad,405,4.05
7,Oriental Avenue,291,2.91
7,Chance #1,98,0.98
7,Vermont Avenue,253,2.53
7,Connecticut Avenue,259,2.59
7,Jail,1952,19.52
7,St. Charles Place,252,2.52
7,Electric Company,259,2.59
7,States Avenue,282,2.82
7,Virginia Avenue,316,3.16
7,Pennsylvania Railroad,299,2.99
7,St. James Place,319,3.19
7,Community Chest #2,342,3.42
7,Tennessee Avenue,346,3.46
7,New York Avenue,369,3.69
7,Free Parking,378,3.78
7,Kentucky Avenue,282,2.82
7,Chance #2,157,1.57
7,Indiana Avenue,293,2.93
7,Illinois Avenue,396,3.96
7,B. & O. Railroad,310,3.10
7,Atlantic Avenue,329,3.29
7,Ventnor Avenue,317,3.17
7,Water Works,418,4.18
7,Marvin Gardens,278,2.78
7,Go To Jail,301,3.01
7,Pacific Avenue,328,3.28
7,North Carolina Avenue,291,2.91
7,Community Chest #3,274,2.74
7,Pennsylvania Avenue,269,2.69
7,Short Line Railroad,486,4.86
7,Chance #3,99,0.99
7,Park Place,261,2.61
7,Luxury Tax,267,2.67
7,Boardwalk,373,3.73
8,Go,375,3.75
8,Meditaranean Avenue,255,2.55
8,Community Chest #1,256,2.56
8,Baltic Avenue,265,2.65
8,Income Tax,297,2.97
8,Reading Railroad,391,3.91
8,Oriental Avenue,255,2.55
8,Chance #1,126,1.26
8,Vermont Avenue,273,2.73
8,Connecticut Avenue,278,2.78
8,Jail,1878,18.78
8,St. Charles Place,274,2.74
8,Electric Company,270,2.70
8,States Avenue,266,2.66
8,Virginia Avenue,304,3.04
8,Pennsylvania Railroad,286,2.86
8,St. James Place,336,3.36
8,Community Chest #2,314,3.14
8,Tennessee Avenue,344,3.44
8,New York Avenue,393,3.93
8,Free Parking,333,3.33
8,Kentucky Avenue,298,2.98
8,Chance #2,129,1.29
8,Indiana Avenue,298,2.98
8,Illinois Avenue,416,4.16
8,B. & O. Railroad,335,3.35
8,Atlantic Avenue,320,3.20
8,Ventnor Avenue,304,3.04
8,Water Works,404,4.04
8,Marvin Gardens,294,2.94
8,Go To Jail,303,3.03
8,Pacific Avenue,284,2.84
8,North Carolina Avenue,304,3.04
8,Community Chest #3,282,2.82
8,Pennsylvania Avenue,278,2.78
8,Short Line Railroad,501,5.01
8,Chance #3,111,1.11
8,Park Place,274,2.74
8,Luxury Tax,255,2.55
8,Boardwalk,356,3.56
9,Go,397,3.97
9,Meditaranean Avenue,277,2.77
9,Community Chest #1,254,2.54
9,Baltic Avenue,262,2.62
9,Income Tax,334,3.34
9,Reading Railroad,372,3.72
9,Oriental Avenue,258,2.58
9,Chance #1,114,1.14
9,Vermont Avenue,253,2.53
9,Connecticut Avenue,274,2.74
9,Jail,1946,19.46
9,St. Charles Place,261,2.61
9,Electric Company,326,3.26
9,States Avenue,263,2.63
9,Virginia Avenue,308,3.08
9,Pennsylvania Railroad,289,2.89
9,St. James Place,323,3.23
9,Community Chest #2,312,3.12
9,Tennessee Avenue,345,3.45
9,New York Avenue,369,3.69
9,Free Parking,347,3.47
9,Kentucky Avenue,332,3.32
9,Chance #2,152,1.52
9,Indiana Avenue,299,2.99
9,Illinois Avenue,394,3.94
9,B. & O. Railroad,309,3.09
9,Atlantic Avenue,329,3.29
9,Ventnor Avenue,297,2.97
9,Water Works,396,3.96
9,Marvin Gardens,301,3.01
9,Go To Jail,323,3.23
9,Pacific Avenue,304,3.04
9,North Carolina Avenue,283,2.83
9,Community Chest #3,266,2.66
9,Pennsylvania Avenue,288,2.88
9,Short Line Railroad,514,5.14
9,Chance #3,129,1.29
9,Park Place,265,2.65
9,Luxury Tax,206,2.06
9,Boardwalk,381,3.81
10,Go,376,3.76
10,Meditaranean Avenue,256,2.56
10,Community Chest #1,294,2.94
10,Baltic Avenue,253,2.53
10,Income Tax,264,2.64
10,Reading Railroad,367,3.67
10,Oriental Avenue,258,2.58
10,Chance #1,128,1.28
10,Vermont Avenue,283,2.83
10,Connecticut Avenue,267,2.67
10,Jail,1920,19.20
10,St. Charles Place,278,2.78
10,Electric Company,294,2.94
10,States Avenue,293,2.93
10,Virginia Avenue,303,3.03
10,Pennsylvania Railroad,298,2.98
10,St. James Place,320,3.20
10,Community Chest #2,313,3.13
10,Tennessee Avenue,340,3.40
10,New York Avenue,350,3.50
10,Free Parking,306,3.06
10,Kentucky Avenue,341,3.41
10,Chance #2,134,1.34
10,Indiana Avenue,329,3.29
10,Illinois Avenue,427,4.27
10,B. & O. Railroad,290,2.90
10,Atlantic Avenue,288,2.88
10,Ventnor Avenue,317,3.17
10,Water Works,403,4.03
10,Marvin Gardens,298,2.98
10,Go To Jail,328,3.28
10,Pacific Avenue,314,3.14
10,North Carolina Avenue,283,2.83
10,Community Chest #3,284,2.84
10,Pennsylvania Avenue,271,2.71
10,Short Line Railroad,479,4.79
10,Chance #3,123,1.23
10,Park Place,262,2.62
10,Luxury Tax,237,2.37
10,Boardwalk,373,3.73
