TABLE,PROPERTY,COUNT,PERCENT
3,Vermont Avenue,23,2.30
3,Connecticut Avenue,26,2.60
3,Jail,106,10.60
3,St. Charles Place,22,2.20
3,Electric Company,33,3.30
3,States Avenue,28,2.80
3,Virginia Avenue,35,3.50
3,Pennsylvania Railroad,26,2.60
3,St. James Place,33,3.30
3,Community Chest #2,30,3.00
3,Tennessee Avenue,37,3.70
3,New York Avenue,38,3.80
3,Free Parking,29,2.90
3,Kentucky Avenue,30,3.00
3,Chance #2,13,1.30
3,Indiana Avenue,33,3.30
3,Illinois Avenue,39,3.90
3,B. & O. Railroad,27,2.70
3,Atlantic Avenue,37,3.70
3,Ventnor Avenue,31,3.10
3,Water Works,40,4.00
3,Marvin Gardens,28,2.80
3,Go To Jail,29,2.90
3,Pacific Avenue,36,3.60
3,North Carolina Avenue,27,2.70
3,Community Chest #3,31,3.10
3,Pennsylvania Avenue,25,2.50
3,Short Line Railroad,56,5.60
3,Chance #3,8,0.80
3,Park Place,29,2.90
3,Luxury Tax,22,2.20
3,Boardwalk,46,4.60
4,Go,41,4.10
4,Meditaranean Avenue,29,2.90
4,Community Chest #1,28,2.80
4,Baltic Avenue,22,2.20
4,Income Tax,35,3.50
4,Reading Railroad,49,4.90
4,Oriental Avenue,24,2.40
4,Chance #1,9,0.90
4,Vermont Avenue,26,2.60
4,Connecticut Avenue,33,3.30
4,Jail,131,13.10
4,St. Charles Place,36,3.60
4,Electric Company,19,1.90
4,States Avenue,23,2.30
4,Virginia Avenue,29,2.90
4,Pennsylvania Railroad,33,3.30
4,St. James Place,29,2.90
4,Community Chest #2,35,3.50
4,Tennessee Avenue,30,3.00
4,New York Avenue,39,3.90
4,Free Parking,28,2.80
4,Kentucky Avenue,34,3.40
4,Chance #2,16,1.60
4,Indiana Avenue,31,3.10
4,Illinois Avenue,39,3.90
4,B. & O. Railroad,34,3.40
4,Atlantic Avenue,25,2.50
4,Ventnor Avenue,32,3.20
4,Water Works,36,3.60
4,Marvin Gardens,35,3.50
4,Go To Jail,30,3.00
4,Pacific Avenue,36,3.60
4,North Carolina Avenue,32,3.20
4,Community Chest #3,26,2.60
4,Pennsylvania Avenue,22,2.20
4,Short Line Railroad,50,5.00
4,Chance #3,17,1.70
4,Park Place,28,2.80
4,Luxury Tax,21,2.10
4,Boardwalk,36,3.60
5,Go,40,4.00
5,Meditaranean Avenue,27,2.70
5,Community Chest #1,32,3.20
5,Baltic Avenue,20,2.00
5,Income Tax,34,3.40
5,Reading Railroad,39,3.90
5,Oriental Avenue,31,3.10
5,Chance #1,8,0.80
5,Vermont Avenue,28,2.80
5,Connecticut Avenue,26,2.60
5,Jail,112,11.20
5,St. Charles Place,24,2.40
5,Electric Company,29,2.90
5,States Avenue,30,3.00
5,Virginia Avenue,23,2.30
5,Pennsylvania Railroad,26,2.60
5,St. James Place,48,4.80
5,Community Chest #2,27,2.70
5,Tennessee Avenue,35,3.50
5,New York Avenue,41,4.10
5,Free Parking,27,2.70
5,Kentucky Avenue,35,3.50
5,Chance #2,12,1.20
5,Indiana Avenue,24,2.40
5,Illinois Avenue,41,4.10
5,B. & O. Railroad,34,3.40
5,Atlantic Avenue,39,3.90
5,Ventnor Avenue,22,2.20
5,Water Works,44,4.40
5,Marvin Gardens,28,2.80
5,Go To Jail,26,2.60
5,Pacific Avenue,31,3.10
5,North Carolina Avenue,31,3.10
5,Community Chest #3,24,2.40
5,Pennsylvania Avenue,32,3.20
5,Short Line Railroad,48,4.80
5,Chance #3,15,1.50
5,Park Place,25,2.50
5,Luxury Tax,38,3.80
5,Boardwalk,32,3.20
6,Go,29,2.90
6,Meditaranean Avenue,35,3.50
6,Community Chest #1,27,2.70
6,Baltic Avenue,29,2.90
6,Income Tax,22,2.20
6,Reading Railroad,31,3.10
6,Oriental Avenue,31,3.10
6,Chance #1,12,1.20
6,Vermont Avenue,32,3.20
6,Connecticut Avenue,18,1.80
6,Jail,118,11.80
6,St. Charles Place,25,2.50
6,Electric Company,29,2.90
6,States Avenue,34,3.40
6,Virginia Avenue,25,2.50
6,Pennsylvania Railroad,26,2.60
6,St. James Place,35,3.50
6,Community Chest #2,36,3.60
6,Tennessee Avenue,34,3.40
6,New York Avenue,35,3.50
6,Free Parking,27,2.70
6,Kentucky Avenue,31,3.10
6,Chance #2,10,1.00
6,Indiana Avenue,30,3.00
6,Illinois Avenue,45,4.50
6,B. & O. Railroad,36,3.60
6,Atlantic Avenue,33,3.30
6,Ventnor Avenue,38,3.80
6,Water Works,32,3.20
6,Marvin Gardens,26,2.60
6,Go To Jail,32,3.20
6,Pacific Avenue,29,2.90
6,North Carolina Avenue,30,3.00
6,Community Chest #3,22,2.20
6,Pennsylvania Avenue,39,3.90
6,Short Line Railroad,46,4.60
6,Chance #3,9,0.90
6,Park Place,26,2.60
6,Luxury Tax,25,2.50
6,Boardwalk,36,3.60
7,Go,39,3.90
7,Meditaranean Avenue,37,3.70
7,Community Chest #1,21,2.10
7,Baltic Avenue,29,2.90
7,Income Tax,30,3.00
7,Reading Railroad,35,3.50
7,Oriental Avenue,25,2.50
7,Chance #1,14,1.40
7,Vermont Avenue,27,2.70
7,Connecticut Avenue,23,2.30
7,Jail,109,10.90
7,St. Charles Place,26,2.60
7,Electric Company,34,3.40
7,States Avenue,25,2.50
7,Virginia Avenue,33,3.30
7,Pennsylvania Railroad,25,2.50
7,St. James Place,30,3.00
7,Community Chest #2,31,3.10
7,Tennessee Avenue,27,2.70
7,New York Avenue,33,3.30
7,Free Parking,42,4.20
7,Kentucky Avenue,26,2.60
7,Chance #2,21,2.10
7,Indiana Avenue,27,2.70
7,Illinois Avenue,49,4.90
7,B. & O. Railroad,27,2.70
7,Atlantic Avenue,29,2.90
7,Ventnor Avenue,28,2.80
7,Water Works,47,4.70
7,Marvin Gardens,30,3.00
7,Go To Jail,28,2.80
7,Pacific Avenue,30,3.00
7,North Carolina Avenue,23,2.30
7,Community Chest #3,38,3.80
7,Pennsylvania Avenue,25,2.50
7,Short Line Railroad,53,5.30
7,Chance #3,10,1.00
7,Park Place,19,1.90
7,Luxury Tax,30,3.00
7,Boardwalk,36,3.60
8,Go,41,4.10
8,Meditaranean Avenue,33,3.30
8,Community Chest #1,19,1.90
8,Baltic Avenue,25,2.50
8,Income Tax,29,2.90
8,Reading Railroad,39,3.90
8,Oriental Avenue,26,2.60
8,Chance #1,9,0.90
8,Vermont Avenue,33,3.30
8,Connecticut Avenue,21,2.10
8,Jail,102,10.20
8,St. Charles Place,29,2.90
8,Electric Company,27,2.70
8,States Avenue,31,3.10
8,Virginia Avenue,29,2.90
8,Pennsylvania Railroad,27,2.70
8,St. James Place,32,3.20
8,Community Chest #2,32,3.20
8,Tennessee Avenue,37,3.70
8,New York Avenue,32,3.20
8,Free Parking,42,4.20
8,Kentucky Avenue,32,3.20
8,Chance #2,11,1.10
8,Indiana Avenue,35,3.50
8,Illinois Avenue,31,3.10
8,B. & O. Railroad,27,2.70
8,Atlantic Avenue,30,3.00
8,Ventnor Avenue,35,3.50
8,Water Works,41,4.10
8,Marvin Gardens,31,3.10
8,Go To Jail,25,2.50
8,Pacific Avenue,33,3.30
8,North Carolina Avenue,27,2.70
8,Community Chest #3,29,2.90
8,Pennsylvania Avenue,22,2.20
8,Short Line Railroad,50,5.00
8,Chance #3,12,1.20
8,Park Place,24,2.40
8,Luxury Tax,28,2.80
8,Boardwalk,36,3.60
9,Go,42,4.20
9,Meditaranean Avenue,19,1.90
9,Community Chest #1,28,2.80
9,Baltic Avenue,39,3.90
9,Income Tax,22,2.20
9,Reading Railroad,49,4.90
9,Oriental Avenue,22,2.20
9,Chance #1,9,0.90
9,Vermont Avenue,23,2.30
9,Connecticut Avenue,29,2.90
9,Jail,102,10.20
9,St. Charles Place,30,3.00
9,Electric Company,27,2.70
9,States Avenue,29,2.90
9,Virginia Avenue,26,2.60
9,Pennsylvania Railroad,31,3.10
9,St. James Place,26,2.60
9,Community Chest #2,37,3.70
9,Tennessee Avenue,35,3.50
9,New York Avenue,39,3.90
9,Free Parking,35,3.50
9,Kentucky Avenue,37,3.70
9,Chance #2,14,1.40
9,Indiana Avenue,41,4.10
9,Illinois Avenue,33,3.30
9,B. & O. Railroad,23,2.30
9,Atlantic Avenue,30,3.00
9,Ventnor Avenue,36,3.60
9,Water Works,39,3.90
9,Marvin Gardens,30,3.00
9,Go To Jail,19,1.90
9,Pacific Avenue,40,4.00
9,North Carolina Avenue,30,3.00
9,Community Chest #3,30,3.00
9,Pennsylvania Avenue,26,2.60
9,Short Line Railroad,52,5.20
9,Chance #3,10,1.00
9,Park Place,33,3.30
9,Luxury Tax,24,2.40
9,Boardwalk,36,3.60
10,Go,37,3.70
10,Meditaranean Avenue,25,2.50
10,Community Chest #1,30,3.00
10,Baltic Avenue,27,2.70
10,Income Tax,28,2.80
10,Reading Railroad,31,3.10
10,Oriental Avenue,31,3.10
10,Chance #1,12,1.20
10,Vermont Avenue,25,2.50
10,Connecticut Avenue,28,2.80
10,Jail,117,11.70
10,St. Charles Place,30,3.00
10,Electric Company,27,2.70
10,States Avenue,35,3.50
10,Virginia Avenue,26,2.60
10,Pennsylvania Railroad,29,2.90
10,St. James Place,28,2.80
10,Community Chest #2,29,2.90
10,Tennessee Avenue,37,3.70
10,New York Avenue,30,3.00
10,Free Parking,42,4.20
10,Kentucky Avenue,42,4.20
10,Chance #2,10,1.00
10,Indiana Avenue,29,2.90
10,Illinois Avenue,43,4.30
10,B. & O. Railroad,20,2.00
10,Atlantic Avenue,25,2.50
10,Ventnor Avenue,38,3.80
10,Water Works,47,4.70
10,Marvin Gardens,28,2.80
10,Go To Jail,30,3.00
10,Pacific Avenue,30,3.00
10,North Carolina Avenue,24,2.40
10,Community Chest #3,23,2.30
10,Pennsylvania Avenue,34,3.40
10,Short Line Railroad,51,5.10
10,Chance #3,11,1.10
10,Park Place,20,2.00
10,Luxury Tax,34,3.40
10,Boardwalk,34,3.40
